id,creditLimit,gender,edu,age,nDelay,billAmt1,billAmt2,billAmt3,billAmt4,billAmt5,billAmt6,default
916,14000,0,2,27,0,5320,4060,4340,4900,5040,5460,1
917,14200,1,2,41,0,13632,13774,11076,10082,9798,9656,0
918,19300,0,1,43,0,193,0,579,579,579,0,0
919,11000,0,2,46,0,11110,6930,5830,5500,5390,4070,0
920,2700,0,2,28,2,1593,1863,1809,1647,1080,621,0
921,33300,0,1,35,0,0,0,0,0,0,0,0
922,4200,1,2,27,0,3528,3192,546,546,546,588,0
923,5300,1,3,28,0,848,159,0,0,0,0,0
924,10000,0,1,26,0,1500,0,0,0,0,0,0
925,10000,0,1,33,0,5200,5400,5500,5600,5700,5800,0
926,2700,1,3,42,2,1917,2187,2133,2160,2376,2322,0
927,4500,0,2,53,3,1440,1575,1665,1845,1800,1710,0
928,26200,0,1,29,0,262,1048,1310,786,262,1048,0
929,31000,0,1,32,0,4340,4030,4030,3720,4030,3100,0
930,15000,0,2,26,0,10200,10200,10050,10200,10350,10500,0
931,16400,0,2,60,0,11972,12136,12300,12300,12628,12792,0
932,5000,1,2,39,0,1150,1250,1350,1350,1150,1150,0
933,1500,1,2,32,0,825,720,795,780,765,765,0
934,7100,0,2,42,0,0,0,0,568,0,0,0
935,15000,1,1,34,0,0,0,0,0,0,2850,0
936,6200,0,1,45,1,0,186,62,124,62,186,0
937,14500,0,1,32,0,145,435,0,0,0,0,0
938,12700,0,1,33,0,762,889,381,762,254,1397,1
939,4500,1,2,27,0,4005,3510,3600,2565,2655,2565,0
940,21400,0,4,33,0,0,0,0,0,0,0,0
941,5000,1,2,31,0,4950,5000,2700,2750,2800,2900,0
942,23100,0,1,29,0,0,231,2079,924,231,231,0
943,30000,1,1,28,0,0,0,0,0,0,0,0
944,6000,1,2,25,0,5340,4500,4440,4500,3180,3240,0
945,16000,0,2,34,2,14720,14400,15200,14720,15680,16000,1
946,8700,0,3,48,2,87,0,87,0,0,696,0
947,6700,1,2,28,3,6700,6767,6633,6432,6834,5494,1
948,4200,1,2,50,2,504,462,546,672,630,588,0
949,7500,0,2,33,2,1950,1875,2325,2250,2625,2550,0
950,3000,0,3,33,2,2880,2970,2940,3030,2790,2580,1
951,5700,0,2,31,0,285,-57,456,228,114,342,1
952,28600,0,2,47,0,858,286,1144,286,858,0,0
953,9100,0,2,29,2,1638,1547,1729,1729,1911,1820,0
954,3100,0,2,23,2,62,31,31,2046,1891,1922,1
955,1800,1,2,24,2,1476,1836,1656,1692,2718,1764,0
956,13600,1,1,31,2,8024,7752,8296,8024,8160,8568,1
957,10800,0,5,27,0,7020,6048,6156,3564,3240,3348,0
958,26400,0,2,34,0,3432,2112,11880,10824,10296,9240,0
959,7700,0,1,32,2,7546,7546,7623,7546,7854,7546,0
960,16400,1,2,35,0,2132,1804,1148,0,0,0,0
961,9000,1,2,31,0,8910,3420,0,0,0,0,0
962,2000,1,2,62,2,140,40,80,0,40,40,0
963,24000,1,2,44,0,22560,23040,23760,23280,21360,21840,0
964,35000,1,2,48,2,0,0,350,0,2100,1750,1
965,20800,1,1,39,0,0,208,624,624,0,0,0
966,10000,1,2,31,0,9000,8700,7400,6800,7000,7000,0
967,7000,0,2,42,2,4480,4550,4690,4550,4900,4760,1
968,21700,0,2,47,0,0,0,0,0,0,0,0
969,10700,0,2,41,0,7918,7918,856,963,1070,1070,0
970,16200,0,2,37,0,0,0,0,0,324,324,0
971,13600,0,3,40,0,3128,11288,6528,6256,6528,6120,0
972,21700,1,1,41,0,1953,2387,434,651,217,217,0
973,7300,0,3,25,1,0,0,0,0,0,0,1
974,14000,0,2,28,0,0,0,0,140,0,0,0
975,10000,0,1,30,1,0,100,200,0,100,200,0
976,25000,0,2,32,0,0,0,0,0,0,0,0
977,19300,0,2,47,0,1544,1737,1930,1930,2123,2123,0
978,8000,0,5,48,2,11520,11840,11760,11840,6080,5440,0
979,13300,0,2,41,0,1463,1596,1463,532,266,0,0
980,14300,0,3,40,0,429,429,0,143,0,143,0
981,5300,0,2,30,0,53,583,636,689,795,795,1
982,2700,0,3,60,0,27,135,0,0,0,27,1
983,5700,0,2,38,0,3078,3135,3249,3078,3192,3078,0
984,31000,1,1,43,0,0,0,0,0,0,0,0
985,24000,0,1,29,0,2400,1920,1920,1200,720,480,0
986,15000,0,2,29,0,600,0,0,0,0,0,1
987,10000,0,2,24,2,3600,3700,3800,3800,3700,4000,1
988,1500,0,2,42,0,1035,1065,1005,1125,1050,735,0
989,33300,0,1,28,0,666,0,333,333,333,333,0
990,4000,0,2,33,2,4200,3760,3680,2120,2080,2040,1
991,28200,1,2,37,0,2256,0,0,0,564,1128,0
992,1800,0,2,53,2,954,1350,1296,1512,1476,1548,0
993,4300,0,1,29,2,0,215,215,258,258,301,0
994,10700,0,1,36,0,0,0,0,0,0,0,0
995,1300,1,2,34,2,884,910,936,975,1014,1066,1
996,4500,1,2,22,0,4455,4545,4500,4410,1710,90,0
997,20000,0,1,32,0,0,200,0,0,0,0,0
998,9100,0,2,32,0,2639,2639,2275,2093,2093,2002,0
999,12500,0,1,26,0,12500,12375,12250,12125,4500,500,0
1000,18300,0,0,34,0,0,0,915,0,0,0,0
1001,13600,0,1,39,0,1360,1360,1088,1224,1088,952,0
1002,8000,1,3,29,2,1040,6000,6240,6240,6080,6240,0
1003,12000,0,1,36,0,360,0,0,0,0,0,1
1004,22300,0,2,31,2,16948,16502,17617,17840,17394,18509,1
1005,15400,0,2,34,2,5852,6006,5852,6160,6314,6160,1
1006,4300,0,3,38,0,1763,1462,1075,1161,1032,774,0
1007,1000,1,3,38,0,790,890,990,970,940,920,0
1008,15800,1,1,29,0,2212,158,0,790,2054,158,0
1009,8500,1,1,36,0,935,6800,4165,1870,2040,680,0
1010,7900,1,3,40,0,0,0,395,4503,2370,2212,0
1011,14700,0,1,35,2,0,0,0,0,0,0,1
1012,10000,1,3,35,0,0,0,300,0,700,100,0
1013,8700,0,3,48,2,87,0,87,0,0,696,0
1014,15700,0,1,33,0,4867,5338,5338,5495,5652,5809,0
1015,16000,0,1,36,0,0,0,0,160,0,0,0
1016,16000,0,2,32,0,320,0,0,0,0,0,1
1017,1700,1,1,24,0,119,272,884,0,136,1547,0
1018,8700,0,2,39,2,8874,8613,8787,8874,9396,9309,1
1019,2000,0,2,25,0,220,380,460,1360,960,340,1
1020,9300,1,1,29,0,372,0,0,93,0,0,0
1021,31300,0,2,35,0,0,0,0,0,0,13772,0
1022,3800,0,1,24,0,2584,2660,2774,2812,2888,3230,1
1023,28000,0,2,41,0,28560,27160,20440,20440,20720,21280,0
1024,17000,0,2,29,0,3060,16830,17170,17340,24140,13600,0
1025,7100,1,3,34,0,1420,1349,1136,710,568,710,0
1026,24200,0,2,29,0,1694,8228,8228,242,1936,0,0
1027,15400,0,2,28,0,616,1078,308,462,0,770,1
1028,2500,0,2,41,2,2600,2525,2500,2450,2475,2475,1
1029,13800,1,3,40,0,14076,13938,14076,14076,10902,10902,0
1030,33300,0,3,38,2,333,333,333,333,333,333,0
1031,9200,1,1,28,0,1564,1656,1656,1564,1472,1196,0
1032,16000,0,2,28,0,3680,2240,0,0,320,160,1
1033,2300,0,2,25,0,2093,2231,2070,2116,506,0,0
1034,3300,0,2,32,1,0,0,33,1749,1749,1749,0
1035,15000,0,1,34,0,0,0,0,0,0,0,0
1036,11800,0,2,29,0,1652,1534,1416,1180,1298,1298,0
1037,3800,1,1,39,0,3534,3572,3610,1748,1824,1862,0
1038,9100,0,2,39,2,4277,4368,4459,4550,4641,4823,1
1039,36000,0,1,41,0,0,0,0,0,0,0,1
1040,2700,0,1,27,0,81,54,270,918,1107,54,0
1041,6200,0,1,30,0,1302,1364,1488,1550,1550,1612,1
1042,5700,0,3,43,2,5757,5814,5643,5700,5586,5700,0
1043,4000,0,2,30,2,4040,3960,4000,3880,3960,4040,1
1044,12900,0,1,27,1,0,258,516,903,129,0,0
1045,5500,0,2,27,0,660,1045,3630,3630,3520,3355,0
1046,10700,0,2,21,0,3745,3424,2354,1819,1177,642,0
1047,5000,1,2,22,0,5000,5000,5000,4900,1900,1800,0
1048,23600,1,2,38,0,0,0,0,0,0,0,0
1049,23000,1,1,41,0,0,0,0,0,0,0,0
1050,13000,0,1,23,0,390,390,390,130,1300,130,1
1051,8500,0,2,44,0,85,765,6630,2550,2550,2550,0
1052,30000,0,1,33,0,0,0,0,0,0,0,0
1053,16000,1,2,29,0,15520,15040,13280,9280,8480,8800,0
1054,21300,1,1,36,0,21726,13419,3834,10863,12141,0,0
1055,51400,0,2,39,1,514,0,0,514,0,0,0
1056,4500,1,2,48,0,4320,4320,4410,1710,1710,1800,0
1057,24300,1,1,29,0,6075,4860,4617,3888,3645,4131,0
1058,7300,0,2,25,2,6424,6935,7008,6789,7300,7081,0
1059,8200,0,1,31,2,1722,1968,1968,2050,2132,2132,0
1060,10800,1,2,32,2,10368,11124,11124,9180,7344,7236,0
1061,24600,1,1,34,0,0,0,1476,2706,0,738,0
1062,11300,1,2,35,0,113,113,678,791,1695,1356,0
1063,36000,0,2,29,0,10080,360,1080,0,6840,6840,0
1064,2500,0,2,24,0,2450,2525,2175,2300,2425,2475,0
1065,15000,0,1,25,0,300,0,0,0,0,0,1
1066,14200,0,2,26,0,6816,6958,2414,1136,284,426,0
1067,15000,1,1,43,0,1350,1500,300,8100,4650,3000,0
1068,14000,0,2,38,0,3220,15540,15120,14700,14420,10920,0
1069,23000,0,2,28,0,690,230,0,0,0,0,0
1070,3300,0,2,32,1,0,0,33,1749,1749,1749,0
1071,18600,0,1,36,0,186,186,186,0,186,186,0
1072,19300,1,1,41,0,9071,8878,9264,8685,9071,8878,0
1073,20900,1,1,30,0,19855,20482,20691,11077,19855,10241,0
1074,20900,1,1,40,0,0,209,209,418,209,209,0
1075,3600,0,3,47,0,5292,4752,4248,4248,0,0,1
1076,3800,0,3,20,0,3610,3648,2546,1444,1482,1482,0
1077,20000,1,3,46,0,0,0,0,0,0,0,0
1078,30800,0,2,23,0,5852,5236,4620,4004,3388,3080,0
1079,18300,0,2,29,0,18117,8418,6222,5307,2013,2013,0
1080,19100,0,1,39,0,1337,1337,1146,1146,764,191,0
1081,42700,1,2,28,0,7259,7259,7686,7686,8113,8113,0
1082,24000,0,2,51,2,13440,10080,8400,7680,4560,3600,0
1083,3300,0,1,21,2,2805,2739,2904,2475,2145,2178,0
1084,3300,1,2,33,0,165,0,165,99,99,99,0
1085,700,1,1,27,0,553,539,595,630,686,231,0
1086,7300,1,3,28,1,0,0,0,0,0,0,1
1087,1400,0,2,18,0,966,630,0,0,0,0,0
1088,6000,0,2,26,2,240,5880,6120,5880,5820,5760,0
1089,3800,0,1,38,0,3686,3724,3800,760,1520,722,1
1090,30000,0,2,25,0,300,300,300,300,0,300,0
1091,30000,1,1,37,0,300,300,300,300,0,300,0
1092,38500,0,1,39,0,770,0,0,0,0,0,0
1093,25700,0,1,38,0,257,0,257,257,0,0,0
1094,8300,1,2,28,0,747,913,996,1162,1245,1328,1
1095,4200,1,2,36,0,3822,3822,3864,3864,840,924,0
1096,23100,0,1,28,1,0,693,231,0,0,231,0
1097,8000,0,2,34,2,1520,1680,1760,1760,1840,1840,1
1098,6200,0,3,44,0,62,1860,186,0,0,0,0
1099,16400,0,2,45,0,656,656,656,328,1148,656,0
1100,4500,0,2,34,0,4590,4500,4545,4500,2700,2745,0
1101,8000,1,2,40,0,3360,2800,2240,2000,1520,1520,0
1102,7300,0,3,51,0,3285,2628,1387,438,3066,3139,0
1103,28200,0,1,35,0,0,282,0,0,0,0,0
1104,27700,1,1,47,0,1108,1108,1108,1108,1108,1108,1
1105,27700,1,2,51,0,1108,831,554,1385,1662,2493,0
1106,33300,0,1,40,0,8658,0,0,1665,1665,1998,0
1107,20000,0,2,31,2,13800,13800,13000,12400,13200,12800,0
1108,14700,1,1,33,2,11466,11760,11907,12201,13818,13671,0
1109,4200,0,3,50,2,4242,4116,4200,4242,252,-42,1
1110,20000,0,3,39,0,11000,10200,9000,9000,8200,8600,0
1111,3600,0,3,51,0,1440,3492,2484,2556,144,0,0
1112,28000,0,2,26,2,29680,28560,28280,23800,23520,14560,0
1113,3800,0,1,26,3,646,760,836,798,874,912,1
1114,3600,0,2,22,0,432,0,0,36,0,0,0
1115,4300,1,1,46,2,0,4429,2322,2236,215,86,0
1116,27100,0,2,37,0,813,542,0,0,0,0,0
1117,6000,0,1,31,2,3480,3360,3660,3720,3780,3720,0
1118,17700,1,3,52,0,177,708,531,1416,708,2124,0
1119,2000,0,3,49,2,820,900,880,1000,1080,1040,0
1120,4500,1,2,29,4,4095,4005,3915,3960,4050,2340,0
1121,1400,1,2,36,0,1120,1148,1232,1218,1246,1246,1
1122,13000,0,3,31,0,10010,5070,4940,0,0,0,0
1123,3800,1,2,42,0,3724,3762,3344,3382,1482,1482,0
1124,7500,0,2,43,2,0,75,0,75,0,75,1
1125,6700,0,3,27,2,402,268,134,67,0,335,1
1126,2500,0,3,23,0,2325,2300,2475,2400,2400,875,1
1127,45500,0,1,29,0,455,455,0,-455,-455,0,0
1128,1800,0,3,23,2,1746,1692,1710,1080,0,0,1
1129,24000,0,2,33,0,720,720,0,0,0,0,0
1130,19100,0,2,29,0,17572,14516,14134,13370,12606,12224,0
1131,1700,1,2,37,2,1496,1598,1564,1598,1649,1768,0
1132,5800,1,2,62,2,2030,1914,1856,1856,1856,1740,0
1133,23600,1,3,34,0,23364,23364,21240,18408,18408,18408,0
1134,16000,0,2,42,0,1440,4160,160,0,1920,0,0
1135,20900,1,1,40,0,0,0,0,0,0,0,0
1136,5700,0,2,38,0,5301,4503,3819,3876,3933,4047,0
1137,27500,0,1,59,0,0,275,0,0,0,0,1
1138,11400,0,1,35,1,0,0,0,0,114,0,0
1139,10700,1,1,25,0,10593,9630,10272,10165,7704,7597,0
1140,18000,0,1,32,2,360,0,0,0,180,0,0
1141,27500,0,1,28,0,0,0,275,275,0,0,0
1142,8700,1,2,28,2,7482,7308,7308,7395,7656,7917,0
1143,45500,1,1,36,0,0,0,0,0,0,0,1
1144,35500,0,1,40,0,3905,2130,2130,710,355,0,0
1145,3600,1,1,22,0,3564,3600,1800,720,720,648,0
1146,20000,1,2,35,2,17600,17400,17800,18000,18200,18600,0
1147,8000,1,3,28,0,3040,3520,320,880,560,400,0
1148,4200,1,2,29,0,4284,4284,4284,4284,4284,4242,1
1149,31000,0,1,29,0,2790,2480,2480,2480,2480,1860,0
1150,5000,0,2,21,0,3300,2050,450,300,200,300,0
1151,29000,0,1,32,0,8410,8410,7250,6090,6670,7250,0
1152,25700,0,1,27,0,0,0,0,0,0,0,1
1153,14200,1,1,43,0,5822,4686,4118,3550,3124,2982,0
1154,3300,1,2,29,0,2475,2343,1749,1287,891,759,0
1155,30800,0,1,48,0,308,1540,0,924,3388,308,0
1156,800,1,2,32,2,576,600,752,768,680,696,0
1157,7700,1,3,58,2,0,0,0,0,-77,77,0
1158,12900,1,3,32,0,4128,4128,4257,4257,4386,4515,0
1159,15300,0,1,25,0,2295,2448,1224,765,918,918,0
1160,14200,0,1,27,0,1278,710,1420,142,568,994,0
1161,22700,1,2,46,0,21792,22473,22019,18160,17933,17706,1
1162,27700,0,1,34,0,277,554,277,554,554,2216,0
1163,3300,0,1,24,2,2574,2937,2871,2937,3003,3102,0
1164,7300,0,3,39,0,365,146,511,438,876,1168,0
1165,2700,0,1,21,0,837,243,297,216,216,81,1
1166,18600,1,1,36,0,6696,6510,6324,6138,5952,5766,0
1167,5300,1,2,48,0,5300,5300,5300,4240,3180,3180,0
1168,14600,1,3,39,2,6424,0,0,0,0,146,0
1169,2500,0,2,28,2,850,925,1000,1050,1050,2300,1
1170,5000,1,2,39,0,4800,4600,4500,1850,1650,1850,0
1171,16000,0,2,28,0,3680,2240,0,0,320,160,1
1172,24200,0,2,44,2,0,0,0,0,0,0,0
1173,7700,0,2,28,0,7546,7469,7007,5852,5929,6006,0
1174,16000,0,2,34,0,16000,15520,15840,16160,15840,15520,0
1175,16000,0,3,27,0,0,0,0,0,0,0,0
1176,9300,0,1,21,2,9114,4464,2139,1581,1116,744,0
1177,11000,1,2,44,0,10010,9020,7810,6380,6600,5720,0
1178,6700,0,1,23,0,6097,6231,6298,6432,6566,6231,0
1179,50000,1,1,49,2,500,0,2000,1500,1000,3500,0
1180,36000,0,2,28,0,720,720,720,720,360,360,0
1181,22000,0,1,30,3,440,440,440,660,660,660,1
1182,1300,0,1,33,3,403,390,559,559,533,598,1
1183,27300,0,3,41,0,0,0,0,0,0,0,0
1184,10000,0,2,28,2,100,100,100,100,0,0,0
1185,10700,1,1,31,0,4494,3638,3745,3852,3959,4066,0
1186,10900,1,1,52,0,10682,10682,11118,10355,10355,10573,0
1187,13300,0,2,29,0,1729,1064,0,0,0,0,0
1188,4500,1,2,38,3,3060,3285,3195,3240,3195,3375,1
1189,7000,1,1,34,0,6510,6860,6790,5670,5040,4200,0
1190,8600,1,1,27,0,8428,1118,1118,1118,86,86,1
1191,24000,1,1,39,0,11280,240,5040,480,240,240,0
1192,6400,0,2,20,0,256,384,832,1408,1856,1152,0
1193,33300,0,1,30,0,28305,26973,27639,28305,26640,24309,0
1194,25500,0,1,36,1,0,1020,0,255,0,255,0
1195,26700,0,1,31,0,3471,3738,2937,2937,5340,8811,0
1196,25000,0,1,42,2,250,250,2000,0,250,250,0
1197,6400,0,1,34,2,2304,2368,2304,2304,2368,2432,1
1198,15800,1,1,35,0,158,158,158,158,0,0,0
1199,11500,0,5,25,0,11615,10580,9085,7245,3910,2760,0
1200,7100,0,3,28,5,71,71,71,71,71,71,0
1201,17500,1,2,42,0,4725,4725,4900,4900,5075,5250,1
1202,17000,0,2,24,0,4420,4590,4760,4930,5100,8160,0
1203,11300,0,2,34,2,0,0,0,1582,1582,1695,0
1204,5000,0,2,40,2,4700,4650,4600,4200,3000,3050,1
1205,8000,0,1,30,2,5520,5520,5040,4160,4160,4080,0
1206,13300,0,1,33,0,2394,1596,1596,1729,4522,665,0
1207,2000,0,2,39,2,300,480,460,460,480,480,1
1208,15000,1,1,40,2,4650,4800,3750,600,600,750,0
1209,17300,0,3,52,0,13840,14186,14359,14532,14878,15224,0
1210,16200,1,1,34,2,12474,12312,11664,11502,11664,11826,0
1211,12000,1,1,32,2,240,120,240,120,120,120,0
1212,15300,0,5,30,0,765,0,612,-153,-153,-153,0
1213,12000,0,1,37,0,6960,7200,7200,7440,7560,7800,0
1214,25000,0,1,48,0,250,500,500,500,750,0,0
1215,6200,1,1,26,1,0,2852,372,0,0,0,0
1216,3300,0,2,41,2,1617,1683,1749,1782,1716,1815,1
1217,3600,1,2,23,0,108,108,108,108,288,108,0
1218,15400,1,1,35,0,0,154,154,0,154,308,0
1219,9300,0,3,25,1,0,1023,0,93,93,0,0
1220,9100,0,2,37,0,2457,2457,2457,2548,2730,3094,0
1221,8000,0,2,41,0,6320,6320,11520,5680,5840,4720,0
1222,32700,1,1,35,2,327,0,0,0,0,0,0
1223,16400,1,2,44,0,8364,7872,7872,7708,7708,7708,0
1224,10800,0,2,39,1,0,0,108,108,108,0,0
1225,15000,0,1,39,1,0,0,14250,14250,14250,0,0
1226,15000,1,3,39,0,4050,3900,3900,4050,4050,4200,0
1227,2000,0,2,24,2,1360,1500,1540,1300,1960,0,0
1228,24000,1,2,34,0,4080,3120,2160,4320,5520,1200,0
1229,6700,0,3,38,2,6499,6901,6566,6901,6499,6767,0
1230,41700,1,2,49,0,12927,7089,3336,7089,1668,2085,0
1231,38300,0,1,41,0,766,1915,383,1915,1149,766,0
1232,2500,1,3,26,2,1875,1975,2050,2400,2500,2425,1
1233,32700,0,2,27,0,0,0,0,0,327,327,0
1234,1300,1,2,23,0,286,351,416,481,481,494,0
1235,3800,1,2,29,0,3838,3382,3116,0,0,0,0
1236,10000,0,2,35,0,9600,9700,7000,7100,5500,5100,0
1237,3000,1,1,24,2,2850,2880,3120,3030,3030,2910,0
1238,12900,0,1,29,0,11610,11868,12126,12384,12513,12642,0
1239,12300,1,1,30,0,123,123,0,246,0,123,0
1240,7000,0,2,23,2,4130,4270,4480,4410,4690,4620,1
1241,5500,0,1,21,3,3410,3795,3740,4015,4290,4180,1
1242,25500,1,1,36,0,0,0,2805,255,0,0,0
1243,4300,0,3,52,0,4085,4128,4257,1376,1376,1376,0
1244,13000,1,2,34,3,1950,2210,2080,2080,2210,2340,1
1245,15400,0,2,28,0,616,1078,308,462,0,770,1
1246,4300,1,3,40,0,43,2107,1935,-129,473,387,0
1247,4200,0,2,24,0,4200,4284,4242,2394,2520,2520,0
1248,1500,1,2,45,0,1275,2715,1155,1215,1185,1185,0
1249,8700,0,2,28,0,8526,8613,1044,0,0,0,0
1250,1500,0,3,50,2,1485,1485,1485,1515,1425,1140,0
1251,15400,1,1,30,2,462,1540,0,0,154,0,1
1252,2300,0,2,24,2,2599,2530,2576,3220,2967,2714,0
1253,20700,1,2,26,0,0,207,207,414,414,828,0
1254,3000,1,1,26,0,1890,2010,2130,2190,2280,2340,1
1255,3300,0,2,45,0,3399,3036,990,1320,297,231,1
1256,6900,0,3,56,0,69,0,207,69,0,138,0
1257,25000,1,1,41,2,35250,34250,32000,30750,28500,27250,1
1258,2700,0,1,25,0,162,621,189,378,162,189,0
1259,10000,0,1,36,0,1800,2100,2400,3000,3000,5600,0
1260,10000,0,2,37,2,2200,2300,2300,2400,2400,2400,1
1261,8200,1,2,42,0,1886,1968,2132,2132,2214,2296,0
1262,5000,1,3,51,2,900,1000,1100,1200,1200,1400,1
1263,7300,0,1,28,0,3431,3431,3504,3577,3504,3431,0
1264,41700,0,1,48,0,31692,30858,29607,29190,25437,25437,0
1265,6200,1,1,28,0,6014,6014,5394,4712,4030,3348,0
1266,21300,0,1,29,0,213,852,0,213,852,0,0
1267,18500,0,2,47,0,17945,18500,19055,0,0,0,0
1268,16700,0,3,55,0,0,167,334,167,0,0,0
1269,10000,1,2,40,0,9500,6000,6100,6100,5700,5800,0
1270,21000,0,1,50,0,20160,17220,11760,21210,10710,6300,0
1271,19100,0,1,38,0,382,0,0,0,0,0,0
1272,21400,0,1,32,0,428,0,0,0,0,0,0
1273,4200,1,3,50,2,4620,4200,4242,1680,1680,1554,1
1274,18200,0,3,61,3,0,0,0,0,0,0,1
1275,16900,0,1,37,2,1014,338,169,338,338,0,0
1276,2000,1,3,56,0,1960,1940,1480,1440,1460,1220,0
1277,22000,0,3,37,0,9900,0,0,0,0,440,0
1278,12900,0,1,28,0,0,129,387,2064,129,0,1
1279,7300,0,2,25,0,5402,5548,5621,5694,5840,6205,0
1280,2300,0,2,44,0,322,23,0,69,0,0,0
1281,6000,0,3,29,2,480,360,600,660,360,300,0
1282,7100,0,1,28,2,213,213,284,71,71,71,0
1283,27700,0,1,44,2,831,0,0,0,0,277,0
1284,2500,1,2,31,0,2425,2450,2425,2100,1825,0,0
1285,4000,1,3,29,0,3760,3840,3960,3920,2560,2560,0
1286,50000,1,1,41,0,0,0,0,0,0,0,1
1287,10000,0,2,24,0,1900,1800,900,900,900,900,0
1288,27300,0,1,28,0,273,0,0,273,0,0,0
1289,3300,1,2,20,2,3300,6501,3201,1320,1320,1254,0
1290,13300,0,2,28,2,3857,3724,3591,3591,2793,2660,0
1291,4500,1,2,34,3,1890,2115,2070,1845,1440,1350,1
1292,14200,1,3,46,0,2840,3408,3408,2840,2982,3124,0
1293,700,0,2,23,2,679,826,756,735,707,693,0
1294,4600,0,2,37,1,0,4646,4324,0,0,46,0
1295,16400,0,2,44,0,0,0,164,1148,0,0,0
1296,15500,1,2,32,2,-155,-155,155,155,0,0,0
1297,41700,1,1,28,0,0,5004,14178,21267,5004,1251,0
1298,10000,0,1,45,0,1200,1300,1500,1700,300,300,0
1299,1700,0,2,42,2,1309,1513,1632,1581,1666,1632,1
1300,700,0,2,22,2,273,259,357,336,364,385,0
1301,20000,0,2,32,0,10400,6600,1200,1400,1600,1400,1
1302,3300,1,2,44,2,3267,3201,3300,858,825,1155,1
1303,20800,1,2,41,0,3328,3536,3536,3744,3744,3952,1
1304,21700,0,2,34,0,0,0,0,0,0,0,0
1305,1000,1,1,24,5,300,580,560,850,970,900,0
1306,23800,1,1,41,2,0,0,6902,0,2142,238,0
1307,5000,0,3,51,0,2700,2750,2900,2800,850,850,0
1308,20700,0,2,46,0,2691,2691,2898,2484,2691,2691,0
1309,3300,1,2,64,0,3399,3333,3267,3234,3135,3234,0
1310,4000,1,2,29,2,3080,3000,3200,3240,3160,3160,1
1311,13600,1,3,26,2,16592,17136,17408,17136,17680,17952,0
1312,25000,1,1,42,1,0,0,500,0,0,0,0
1313,5800,0,2,34,0,3654,2784,2088,870,638,406,0
1314,16700,1,2,25,0,167,167,167,167,0,167,1
1315,5300,0,1,27,2,5035,5300,5194,5353,5406,5194,1
1316,7300,0,2,24,2,292,0,365,365,365,657,1
1317,2100,1,2,41,3,1827,1785,1722,1827,1848,1890,1
1318,1800,1,3,44,0,1656,1224,810,540,360,72,0
1319,14300,0,1,30,0,1716,0,0,0,0,0,0
1320,6000,0,2,37,2,4320,4560,4680,3300,3060,3120,1
1321,4500,1,2,32,2,90,45,0,90,0,0,1
1322,11000,0,1,27,0,5280,5390,7370,7700,4840,4070,0
1323,18200,0,2,32,2,6552,6734,6552,6916,6734,7098,1
1324,12100,1,2,40,0,0,0,0,0,0,0,0
1325,5300,0,3,41,0,53,689,212,1590,477,901,0
1326,4300,1,1,52,2,4300,4128,1849,1849,2021,2064,1
1327,7300,1,2,31,2,730,730,511,511,657,438,1
1328,3600,0,2,20,2,1260,1440,1404,1440,1476,1512,1
1329,1500,0,2,35,2,1500,1395,1290,1275,780,795,1
1330,26400,0,1,31,0,25872,25872,21120,21120,21384,20592,1
1331,8300,0,2,32,0,4814,4731,4648,4316,3984,3652,0
1332,8000,1,3,44,0,7600,7760,6000,6240,2080,240,1
1333,18600,0,1,38,0,16554,14880,15252,14508,14880,15438,0
1334,15000,1,2,51,2,14550,14250,14400,15150,15000,15300,1
1335,28000,0,2,32,0,2800,2520,1960,1960,1960,1960,0
1336,8200,0,3,47,2,6314,6478,6314,82,164,82,0
1337,3600,1,2,31,0,3024,2772,1980,1692,1260,1260,0
1338,800,0,2,35,4,264,232,192,200,208,176,0
1339,1800,1,1,24,1,0,0,0,0,0,108,1
1340,29200,1,1,30,0,0,0,0,0,0,0,0
1341,3800,1,2,22,1,0,76,114,190,0,0,0
1342,2000,1,2,32,0,1840,2000,1720,1840,1820,1860,0
1343,18500,1,1,33,1,0,0,0,0,0,0,1
1344,15000,1,2,41,0,300,450,750,150,150,150,0
1345,6000,0,1,21,2,960,900,840,840,780,840,1
1346,2700,0,5,50,0,2457,2565,2727,2727,2700,2700,0
1347,4600,1,2,30,2,4738,4784,4600,4600,4462,4232,1
1348,25500,1,1,29,0,0,0,0,255,255,0,0
1349,6900,0,2,26,0,3243,3381,3588,3450,3588,3657,1
1350,4500,0,1,29,0,1980,1305,1485,2160,225,180,0
1351,16000,0,1,26,1,0,0,0,0,0,0,0
1352,13800,0,5,45,0,1656,0,0,0,552,828,0
1353,37500,1,2,34,0,750,375,375,375,375,375,1
1354,3600,1,3,60,3,936,900,972,972,972,1008,0
1355,21300,0,3,48,0,20022,20661,12354,7668,7881,7881,0
1356,5700,0,3,29,2,513,627,855,855,855,912,0
1357,29100,0,2,44,0,1455,2328,1164,582,4074,1746,0
1358,12000,1,2,45,0,4680,4680,4680,4680,4920,4920,0
1359,18200,0,1,48,0,9282,8918,8554,8190,8918,4914,0
1360,10700,1,1,24,0,9309,9095,8667,5243,428,428,1
1361,12900,0,1,31,1,0,0,0,0,0,0,0
1362,32700,0,1,29,0,0,0,0,0,0,0,0
1363,7500,0,3,30,2,7725,7575,3300,3300,3225,2775,1
